step,day,hour,money,inv_WHEAT,inv_CARROT,inv_TOMATO,inv_STRAWBERRY,inv_MELON,inv_EGG,inv_MILK,inv_WOOL,inv_FERTILIZER,price_WHEAT,price_CARROT,price_TOMATO,price_STRAWBERRY,price_MELON,price_EGG,price_MILK,price_WOOL,price_FERTILIZER,inv_WHEAT_change,inv_CARROT_change,inv_TOMATO_change,inv_STRAWBERRY_change,inv_MELON_change,inv_EGG_change,inv_MILK_change,inv_WOOL_change,inv_FERTILIZER_change
292,12,4,3000.0,9932,9858,9932,9932,9987,9987,9987,9947,10000,33,46,68,189,273,51,191,234,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,12,5,3000.0,9931,9855,9931,9931,9987,9987,9987,9943,10000,33,46,68,190,273,51,191,235,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
294,12,6,3000.0,9931,9855,9931,9931,9987,9987,9987,9943,10000,33,46,68,190,273,51,191,235,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,12,7,3000.0,9931,9855,9931,9931,9987,9987,9987,9943,10000,33,46,68,190,273,51,191,235,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,12,8,3000.0,9931,9855,9931,9931,9987,9987,9987,9943,10000,33,46,68,190,273,51,191,235,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,12,9,3000.0,9930,9852,9930,9930,9987,9987,9987,9939,10000,33,47,68,190,273,51,191,235,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
298,12,10,3000.0,9930,9852,9930,9930,9987,9987,9987,9939,10000,33,47,68,190,273,51,191,235,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,12,11,3000.0,9930,9852,9930,9930,9987,9987,9987,9939,10000,33,47,68,190,273,51,191,235,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,12,12,3000.0,9930,9852,9930,9930,9987,9987,9987,9939,10000,33,47,68,190,273,51,191,235,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,12,13,3000.0,9929,9849,9929,9929,9987,9987,9987,9935,10000,33,47,69,191,273,51,191,236,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
302,12,14,3000.0,9929,9849,9929,9929,9987,9987,9987,9935,10000,33,47,69,191,273,51,191,236,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,12,15,3000.0,9929,9849,9929,9929,9987,9987,9987,9935,10000,33,47,69,191,273,51,191,236,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,12,16,3000.0,9929,9849,9929,9929,9987,9987,9987,9935,10000,33,47,69,191,273,51,191,236,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,12,17,3000.0,9928,9846,9928,9928,9987,9987,9987,9931,10000,33,47,69,191,273,51,191,236,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
306,12,18,3000.0,9928,9846,9928,9928,9987,9987,9987,9931,10000,33,47,69,191,273,51,191,236,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,12,19,3000.0,9928,9846,9928,9928,9987,9987,9987,9931,10000,33,47,69,191,273,51,191,236,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,12,20,3000.0,9928,9846,9928,9928,9987,9987,9987,9931,10000,33,47,69,191,273,51,191,236,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,12,21,3000.0,9927,9843,9927,9927,9987,9987,9987,9927,10000,34,47,69,192,273,51,191,237,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
310,12,22,3000.0,9927,9843,9927,9927,9987,9987,9987,9927,10000,34,47,69,192,273,51,191,237,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,12,23,3000.0,9927,9843,9927,9927,9987,9987,9987,9927,10000,34,47,69,192,273,51,191,237,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,13,0,3000.0,9927,9843,9927,9927,9987,9987,9987,9927,10000,34,47,69,192,273,51,191,237,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,13,1,3000.0,9925,9839,9925,9925,9986,9986,9986,9922,10000,34,48,69,193,274,51,193,237,100,-2.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,-5.0,0.0
314,13,2,3000.0,9925,9839,9925,9925,9986,9986,9986,9922,10000,34,48,69,193,274,51,193,237,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,13,3,3000.0,9925,9839,9925,9925,9986,9986,9986,9922,10000,34,48,69,193,274,51,193,237,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,13,4,3000.0,9925,9839,9925,9925,9986,9986,9986,9922,10000,34,48,69,193,274,51,193,237,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,13,5,3000.0,9924,9836,9924,9924,9986,9986,9986,9918,10000,34,48,69,193,274,51,193,238,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
318,13,6,3000.0,9924,9836,9924,9924,9986,9986,9986,9918,10000,34,48,69,193,274,51,193,238,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,13,7,3000.0,9924,9836,9924,9924,9986,9986,9986,9918,10000,34,48,69,193,274,51,193,238,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,13,8,3000.0,9924,9836,9924,9924,9986,9986,9986,9918,10000,34,48,69,193,274,51,193,238,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,13,9,3000.0,9923,9833,9923,9923,9986,9986,9986,9914,10000,34,48,69,194,274,51,193,238,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
322,13,10,3000.0,9923,9833,9923,9923,9986,9986,9986,9914,10000,34,48,69,194,274,51,193,238,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,13,11,3000.0,9923,9833,9923,9923,9986,9986,9986,9914,10000,34,48,69,194,274,51,193,238,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,13,12,3000.0,9923,9833,9923,9923,9986,9986,9986,9914,10000,34,48,69,194,274,51,193,238,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,13,13,3000.0,9922,9830,9922,9922,9986,9986,9986,9910,10000,34,48,69,194,274,51,193,239,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
326,13,14,3000.0,9922,9830,9922,9922,9986,9986,9986,9910,10000,34,48,69,194,274,51,193,239,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,13,15,3000.0,9922,9830,9922,9922,9986,9986,9986,9910,10000,34,48,69,194,274,51,193,239,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,13,16,3000.0,9922,9830,9922,9922,9986,9986,9986,9910,10000,34,48,69,194,274,51,193,239,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,13,17,3000.0,9921,9827,9921,9921,9986,9986,9986,9906,10000,34,48,69,195,274,51,193,239,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
330,13,18,3000.0,9921,9827,9921,9921,9986,9986,9986,9906,10000,34,48,69,195,274,51,193,239,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,13,19,3000.0,9921,9827,9921,9921,9986,9986,9986,9906,10000,34,48,69,195,274,51,193,239,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,13,20,3000.0,9921,9827,9921,9921,9986,9986,9986,9906,10000,34,48,69,195,274,51,193,239,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,13,21,3000.0,9920,9824,9920,9920,9986,9986,9986,9902,10000,34,49,70,195,274,51,193,239,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
334,13,22,3000.0,9920,9824,9920,9920,9986,9986,9986,9902,10000,34,49,70,195,274,51,193,239,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,13,23,3000.0,9920,9824,9920,9920,9986,9986,9986,9902,10000,34,49,70,195,274,51,193,239,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,14,0,3000.0,9920,9824,9920,9920,9986,9986,9986,9902,10000,34,49,70,195,274,51,193,239,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,14,1,3000.0,9918,9820,9918,9918,9985,9985,9985,9897,10000,34,49,70,196,274,51,194,240,100,-2.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,-5.0,0.0
338,14,2,3000.0,9918,9820,9918,9918,9985,9985,9985,9897,10000,34,49,70,196,274,51,194,240,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,14,3,3000.0,9918,9820,9918,9918,9985,9985,9985,9897,10000,34,49,70,196,274,51,194,240,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,14,4,3000.0,9918,9820,9918,9918,9985,9985,9985,9897,10000,34,49,70,196,274,51,194,240,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,14,5,3000.0,9917,9817,9917,9917,9985,9985,9985,9893,10000,34,49,70,197,274,51,194,240,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
342,14,6,3000.0,9917,9817,9917,9917,9985,9985,9985,9893,10000,34,49,70,197,274,51,194,240,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,14,7,3000.0,9917,9817,9917,9917,9985,9985,9985,9893,10000,34,49,70,197,274,51,194,240,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,14,8,3000.0,9917,9817,9917,9917,9985,9985,9985,9893,10000,34,49,70,197,274,51,194,240,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,14,9,3000.0,9916,9814,9916,9916,9985,9985,9985,9889,10000,34,49,70,197,274,51,194,240,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
346,14,10,3000.0,9916,9814,9916,9916,9985,9985,9985,9889,10000,34,49,70,197,274,51,194,240,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,14,11,3000.0,9916,9814,9916,9916,9985,9985,9985,9889,10000,34,49,70,197,274,51,194,240,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,14,12,3000.0,9916,9814,9916,9916,9985,9985,9985,9889,10000,34,49,70,197,274,51,194,240,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,14,13,3000.0,9915,9811,9915,9915,9985,9985,9985,9885,10000,34,50,70,197,274,51,194,241,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
350,14,14,3000.0,9915,9811,9915,9915,9985,9985,9985,9885,10000,34,50,70,197,274,51,194,241,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,14,15,3000.0,9915,9811,9915,9915,9985,9985,9985,9885,10000,34,50,70,197,274,51,194,241,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,14,16,3000.0,9915,9811,9915,9915,9985,9985,9985,9885,10000,34,50,70,197,274,51,194,241,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,14,17,3000.0,9914,9808,9914,9914,9985,9985,9985,9881,10000,34,50,70,198,274,51,194,241,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
354,14,18,3000.0,9914,9808,9914,9914,9985,9985,9985,9881,10000,34,50,70,198,274,51,194,241,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,14,19,3000.0,9914,9808,9914,9914,9985,9985,9985,9881,10000,34,50,70,198,274,51,194,241,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,14,20,3000.0,9914,9808,9914,9914,9985,9985,9985,9881,10000,34,50,70,198,274,51,194,241,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,14,21,3000.0,9913,9805,9913,9913,9985,9985,9985,9877,10000,34,50,70,198,274,51,194,241,100,-1.0,-3.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
358,14,22,3000.0,9913,9805,9913,9913,9985,9985,9985,9877,10000,34,50,70,198,274,51,194,241,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,14,23,3000.0,9913,9805,9913,9913,9985,9985,9985,9877,10000,34,50,70,198,274,51,194,241,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,15,0,3000.0,9913,9805,9913,9913,9985,9985,9985,9877,10000,34,50,70,198,274,51,194,241,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,15,1,3000.0,9911,9799,9911,9911,9984,9984,9984,9872,10000,34,51,71,199,275,51,195,242,100,-2.0,-6.0,-2.0,-2.0,-1.0,-1.0,-1.0,-5.0,0.0
362,15,2,3000.0,9911,9799,9911,9911,9984,9984,9984,9872,10000,34,51,71,199,275,51,195,242,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,15,3,3000.0,9911,9799,9911,9911,9984,9984,9984,9872,10000,34,51,71,199,275,51,195,242,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,15,4,3000.0,9911,9799,9911,9911,9984,9984,9984,9872,10000,34,51,71,199,275,51,195,242,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,15,5,3000.0,9910,9794,9910,9910,9984,9984,9984,9868,10000,34,51,71,200,275,51,195,242,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
366,15,6,3000.0,9910,9794,9910,9910,9984,9984,9984,9868,10000,34,51,71,200,275,51,195,242,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,15,7,3000.0,9910,9794,9910,9910,9984,9984,9984,9868,10000,34,51,71,200,275,51,195,242,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,15,8,3000.0,9910,9794,9910,9910,9984,9984,9984,9868,10000,34,51,71,200,275,51,195,242,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,15,9,3000.0,9909,9789,9909,9909,9984,9984,9984,9864,10000,35,51,71,200,275,51,195,242,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
370,15,10,3000.0,9909,9789,9909,9909,9984,9984,9984,9864,10000,35,51,71,200,275,51,195,242,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,15,11,3000.0,9909,9789,9909,9909,9984,9984,9984,9864,10000,35,51,71,200,275,51,195,242,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,15,12,3000.0,9909,9789,9909,9909,9984,9984,9984,9864,10000,35,51,71,200,275,51,195,242,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,15,13,3000.0,9908,9784,9908,9908,9984,9984,9984,9860,10000,35,52,71,201,275,51,195,242,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
374,15,14,3000.0,9908,9784,9908,9908,9984,9984,9984,9860,10000,35,52,71,201,275,51,195,242,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,15,15,3000.0,9908,9784,9908,9908,9984,9984,9984,9860,10000,35,52,71,201,275,51,195,242,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,15,16,3000.0,9908,9784,9908,9908,9984,9984,9984,9860,10000,35,52,71,201,275,51,195,242,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,15,17,3000.0,9907,9779,9907,9907,9984,9984,9984,9856,10000,35,52,71,201,275,51,195,243,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
378,15,18,3000.0,9907,9779,9907,9907,9984,9984,9984,9856,10000,35,52,71,201,275,51,195,243,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,15,19,3000.0,9907,9779,9907,9907,9984,9984,9984,9856,10000,35,52,71,201,275,51,195,243,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,15,20,3000.0,9907,9779,9907,9907,9984,9984,9984,9856,10000,35,52,71,201,275,51,195,243,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,15,21,3000.0,9906,9774,9906,9906,9984,9984,9984,9852,10000,35,53,71,201,275,51,195,243,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
382,15,22,3000.0,9906,9774,9906,9906,9984,9984,9984,9852,10000,35,53,71,201,275,51,195,243,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,15,23,3000.0,9906,9774,9906,9906,9984,9984,9984,9852,10000,35,53,71,201,275,51,195,243,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,16,0,3000.0,9906,9774,9906,9906,9984,9984,9984,9852,10000,35,53,71,201,275,51,195,243,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,16,1,3000.0,9904,9768,9904,9904,9983,9983,9983,9847,10000,35,53,72,202,275,51,196,243,100,-2.0,-6.0,-2.0,-2.0,-1.0,-1.0,-1.0,-5.0,0.0
386,16,2,3000.0,9904,9768,9904,9904,9983,9983,9983,9847,10000,35,53,72,202,275,51,196,243,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,16,3,3000.0,9904,9768,9904,9904,9983,9983,9983,9847,10000,35,53,72,202,275,51,196,243,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,16,4,3000.0,9904,9768,9904,9904,9983,9983,9983,9847,10000,35,53,72,202,275,51,196,243,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,16,5,3000.0,9903,9763,9903,9903,9983,9983,9983,9843,10000,35,53,72,203,275,51,196,243,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
390,16,6,3000.0,9903,9763,9903,9903,9983,9983,9983,9843,10000,35,53,72,203,275,51,196,243,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,16,7,3000.0,9903,9763,9903,9903,9983,9983,9983,9843,10000,35,53,72,203,275,51,196,243,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,16,8,3000.0,9903,9763,9903,9903,9983,9983,9983,9843,10000,35,53,72,203,275,51,196,243,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,16,9,3000.0,9902,9758,9902,9902,9983,9983,9983,9839,10000,35,54,72,203,275,51,196,244,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
394,16,10,3000.0,9902,9758,9902,9902,9983,9983,9983,9839,10000,35,54,72,203,275,51,196,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,16,11,3000.0,9902,9758,9902,9902,9983,9983,9983,9839,10000,35,54,72,203,275,51,196,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,16,12,3000.0,9902,9758,9902,9902,9983,9983,9983,9839,10000,35,54,72,203,275,51,196,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,16,13,3000.0,9901,9753,9901,9901,9983,9983,9983,9835,10000,35,54,72,204,275,51,196,244,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
398,16,14,3000.0,9901,9753,9901,9901,9983,9983,9983,9835,10000,35,54,72,204,275,51,196,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,16,15,3000.0,9901,9753,9901,9901,9983,9983,9983,9835,10000,35,54,72,204,275,51,196,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,16,16,3000.0,9901,9753,9901,9901,9983,9983,9983,9835,10000,35,54,72,204,275,51,196,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,16,17,3000.0,9900,9748,9900,9900,9983,9983,9983,9831,10000,35,55,72,204,275,51,196,244,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
402,16,18,3000.0,9900,9748,9900,9900,9983,9983,9983,9831,10000,35,55,72,204,275,51,196,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,16,19,3000.0,9900,9748,9900,9900,9983,9983,9983,9831,10000,35,55,72,204,275,51,196,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,16,20,3000.0,9900,9748,9900,9900,9983,9983,9983,9831,10000,35,55,72,204,275,51,196,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,16,21,3000.0,9899,9743,9899,9899,9983,9983,9983,9827,10000,35,55,72,204,275,51,196,244,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
406,16,22,3000.0,9899,9743,9899,9899,9983,9983,9983,9827,10000,35,55,72,204,275,51,196,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,16,23,3000.0,9899,9743,9899,9899,9983,9983,9983,9827,10000,35,55,72,204,275,51,196,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,17,0,3000.0,9899,9743,9899,9899,9983,9983,9983,9827,10000,35,55,72,204,275,51,196,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,17,1,3000.0,9897,9737,9897,9897,9982,9982,9982,9822,10000,35,55,72,205,276,51,197,244,100,-2.0,-6.0,-2.0,-2.0,-1.0,-1.0,-1.0,-5.0,0.0
410,17,2,3000.0,9897,9737,9897,9897,9982,9982,9982,9822,10000,35,55,72,205,276,51,197,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,17,3,3000.0,9897,9737,9897,9897,9982,9982,9982,9822,10000,35,55,72,205,276,51,197,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,17,4,3000.0,9897,9737,9897,9897,9982,9982,9982,9822,10000,35,55,72,205,276,51,197,244,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,17,5,3000.0,9896,9732,9896,9896,9982,9982,9982,9818,10000,35,56,72,206,276,51,197,245,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
414,17,6,3000.0,9896,9732,9896,9896,9982,9982,9982,9818,10000,35,56,72,206,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,17,7,3000.0,9896,9732,9896,9896,9982,9982,9982,9818,10000,35,56,72,206,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,17,8,3000.0,9896,9732,9896,9896,9982,9982,9982,9818,10000,35,56,72,206,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,17,9,3000.0,9895,9727,9895,9895,9982,9982,9982,9814,10000,35,56,73,206,276,51,197,245,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
418,17,10,3000.0,9895,9727,9895,9895,9982,9982,9982,9814,10000,35,56,73,206,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,17,11,3000.0,9895,9727,9895,9895,9982,9982,9982,9814,10000,35,56,73,206,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,17,12,3000.0,9895,9727,9895,9895,9982,9982,9982,9814,10000,35,56,73,206,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,17,13,3000.0,9894,9722,9894,9894,9982,9982,9982,9810,10000,35,57,73,206,276,51,197,245,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
422,17,14,3000.0,9894,9722,9894,9894,9982,9982,9982,9810,10000,35,57,73,206,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,17,15,3000.0,9894,9722,9894,9894,9982,9982,9982,9810,10000,35,57,73,206,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,17,16,3000.0,9894,9722,9894,9894,9982,9982,9982,9810,10000,35,57,73,206,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,17,17,3000.0,9893,9717,9893,9893,9982,9982,9982,9806,10000,35,57,73,207,276,51,197,245,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
426,17,18,3000.0,9893,9717,9893,9893,9982,9982,9982,9806,10000,35,57,73,207,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,17,19,3000.0,9893,9717,9893,9893,9982,9982,9982,9806,10000,35,57,73,207,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,17,20,3000.0,9893,9717,9893,9893,9982,9982,9982,9806,10000,35,57,73,207,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,17,21,3000.0,9892,9712,9892,9892,9982,9982,9982,9802,10000,35,57,73,207,276,51,197,245,100,-1.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
430,17,22,3000.0,9892,9712,9892,9892,9982,9982,9982,9802,10000,35,57,73,207,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,17,23,3000.0,9892,9712,9892,9892,9982,9982,9982,9802,10000,35,57,73,207,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,18,0,3000.0,9892,9712,9892,9892,9982,9982,9982,9802,10000,35,57,73,207,276,51,197,245,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,18,1,3000.0,9890,9704,9890,9890,9981,9981,9981,9797,10000,35,58,73,208,276,51,198,246,100,-2.0,-8.0,-2.0,-2.0,-1.0,-1.0,-1.0,-5.0,0.0
434,18,2,3000.0,9890,9704,9890,9890,9981,9981,9981,9797,10000,35,58,73,208,276,51,198,246,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,18,3,3000.0,9890,9704,9890,9890,9981,9981,9981,9797,10000,35,58,73,208,276,51,198,246,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,18,4,3000.0,9890,9704,9890,9890,9981,9981,9981,9797,10000,35,58,73,208,276,51,198,246,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,18,5,3000.0,9889,9697,9889,9889,9981,9981,9981,9793,10000,36,59,73,208,276,51,198,246,100,-1.0,-7.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,0.0
438,18,6,3000.0,9889,9697,9889,9889,9981,9981,9981,9793,10000,36,59,73,208,276,51,198,246,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
